"","PID","Trial","Enc_or_Ret","CA1","CA3"
"229","20230601_DLT05",49,1,-0.187116492362844,-1.17835961774099
"230","20230601_DLT05",50,1,0.15266140703753,-0.25420397523733
"231","20230601_DLT05",51,1,0.0165962655451855,-0.913023568378763
"232","20230601_DLT05",52,1,0.301918550957323,0.0964728625220999
"233","20230601_DLT05",53,1,0.707363047436331,0.509388204689991
"234","20230601_DLT05",54,1,1.02657814596762,0.939382245518074
"235","20230601_DLT05",55,1,0.15490437191116,-0.451010807486973
"236","20230601_DLT05",56,1,0.0587651862540133,-0.124795729675119
"237","20230601_DLT05",57,1,-0.496707450258539,-0.680436534281534
"238","20230601_DLT05",58,1,0.308349561026329,0.310865898079918
"239","20230601_DLT05",59,1,-0.180408359051563,-0.798442889744061
"240","20230601_DLT05",60,1,0.171427578745403,-0.741405388838978
"241","20230601_DLT05",1,2,-0.308254017733696,-0.735172029816548
"242","20230601_DLT05",2,2,-0.146425308717581,0.40524723025128
"243","20230601_DLT05",3,2,-0.607396513189843,-0.21728368670701
"244","20230601_DLT05",4,2,-0.24475487945431,0.238632284263952
"245","20230601_DLT05",5,2,-0.338045438096695,0.281814151493682
"246","20230601_DLT05",6,2,0.349676438331081,0.926075594811696
"247","20230601_DLT05",7,2,0.157137262823151,0.407250309619284
"248","20230601_DLT05",8,2,-0.329945516498322,0.473791410763036
"249","20230601_DLT05",9,2,0.612415141072806,0.661513722740561
"250","20230601_DLT05",10,2,0.0967930664917893,0.30669033171791
"251","20230601_DLT05",11,2,-0.00895134817257077,-0.130321131707754
"252","20230601_DLT05",12,2,0.602620102391328,0.662623426007387
"253","20230601_DLT05",13,2,0.17891527307529,-0.715624365126756
"254","20230601_DLT05",14,2,0.0290163152577951,-0.577486552598683
"255","20230601_DLT05",15,2,-0.493445419617768,-1.13230276804005
"256","20230601_DLT05",16,2,0.0431936013922173,-0.0553954497930535
"257","20230601_DLT05",17,2,-0.336197323833345,-0.340142302656387
"258","20230601_DLT05",18,2,0.117173864413431,1.00164200049377
"259","20230601_DLT05",19,2,0.23816062167885,1.13581501666952
"260","20230601_DLT05",20,2,-0.0399295824386697,0.0327698879709035
"261","20230601_DLT05",21,2,-0.872644026917875,-0.914850783339355
"262","20230601_DLT05",22,2,-0.357115719767431,-0.0876333430086301
"263","20230601_DLT05",23,2,0.0865862548127291,-0.287835088604922
"264","20230601_DLT05",24,2,-0.353215896971927,-0.160537991618435
"265","20230601_DLT05",25,2,0.0230075550280596,-0.342921293056027
"266","20230601_DLT05",26,2,0.184274057474303,-0.519894714853963
"267","20230601_DLT05",27,2,-0.46735243659765,-0.544673892881086
"268","20230601_DLT05",28,2,0.0315939149047511,-0.0308637303380985
"269","20230601_DLT05",29,2,0.0172520945873995,-0.0389525468061016
"270","20230601_DLT05",30,2,0.225922230687846,-0.735022366492603
"271","20230601_DLT05",31,2,-0.345168168701911,-1.60245848832845
"272","20230601_DLT05",32,2,-0.553887873652156,-0.717943580845531
"273","20230601_DLT05",33,2,0.166032075070111,-0.0347812235741184
"274","20230601_DLT05",34,2,0.0453638384505702,0.449142006400217
"275","20230601_DLT05",35,2,-0.0621747879056527,0.00505890023355128
"276","20230601_DLT05",36,2,0.209957966083682,0.429897300140182
"277","20230601_DLT05",37,2,0.395059076478001,0.377761804870147
"278","20230601_DLT05",38,2,0.171312252427155,0.793802608237699
"279","20230601_DLT05",39,2,-0.186217453115482,-0.326533846960706
"280","20230601_DLT05",40,2,-0.550281915211732,-0.912586269553858
"281","20230601_DLT05",41,2,-0.0672803204002485,-0.416763642980649
"282","20230601_DLT05",42,2,-0.163362109869262,-0.67514776432857
"283","20230601_DLT05",43,2,-0.210970961747542,-0.878165209140343
"284","20230601_DLT05",44,2,-0.933191389712446,-1.50171246940264
"285","20230601_DLT05",45,2,-1.23594693276731,-2.12027191927598
"286","20230601_DLT05",46,2,-0.586707897981008,-0.923526701156666
"287","20230601_DLT05",47,2,-0.0903149664349006,0.0933654506933148
"288","20230601_DLT05",48,2,-0.0943781988676965,-0.514205500572652
"289","20230601_DLT05",49,2,-0.59463021250342,-0.315370589133388
"290","20230601_DLT05",50,2,-0.384720863121862,-1.05412863069892
"291","20230601_DLT05",51,2,-0.21005277250323,-0.566811214141726
"292","20230601_DLT05",52,2,-0.237690940667998,-0.213027544394841
"293","20230601_DLT05",53,2,-0.0543987836288402,0.351712919804518
"294","20230601_DLT05",54,2,-0.432580859805514,-0.869123032602091
"295","20230601_DLT05",55,2,-0.779396419388606,-0.555182374426529
"296","20230601_DLT05",56,2,0.441755906556453,0.53726172082011
"297","20230601_DLT05",57,2,0.918917376740311,0.500941566784252
"298","20230601_DLT05",58,2,0.537447056697611,0.619184335560356
"299","20230601_DLT05",59,2,0.235949143512363,-0.433020818048052
"300","20230601_DLT05",60,2,0.747406449269246,0.571208497586429
"301","20230601_DLT05",61,2,-0.366581848976146,-0.164695895752375
"302","20230601_DLT05",62,2,-0.522661695700154,-0.909327010012901
"303","20230601_DLT05",63,2,-0.00945089092064235,-0.617247031839353
"304","20230601_DLT05",64,2,-0.114961304456036,-1.5761856660378
"305","20230601_DLT05",65,2,0.112197150995697,-1.47356307340817
"306","20230601_DLT05",66,2,0.268600911873161,-1.60923416661645
"307","20230601_DLT05",67,2,-0.153738856315739,-1.22622229175685
"308","20230601_DLT05",68,2,-0.962247086904103,-1.50248963690566
"309","20230601_DLT05",69,2,-0.968649704405966,-1.58767463286674
"310","20230601_DLT05",70,2,0.351707123504096,-0.233196922217645
"311","20230601_DLT05",71,2,-0.1993898591174,-0.241349542669252
"312","20230601_DLT05",72,2,0.456038100680454,0.669457379536349
"313","20230601_DLT05",73,2,-0.229341557688587,-0.259960895725493
"314","20230601_DLT05",74,2,0.308592677633795,1.05002270432366
"315","20230601_DLT05",75,2,-0.161135775249244,0.719871446176442
"316","20230601_DLT05",76,2,-0.267398013951993,0.738720576765245
"317","20230601_DLT05",77,2,-0.623855839845305,-0.256068834597626
"318","20230601_DLT05",78,2,0.102113564153858,0.141730378775956
"319","20230601_DLT05",79,2,0.0872159176799507,1.2232740409013
"320","20230601_DLT05",80,2,0.0907987892045009,0.910942006933272
"321","20230601_DLT05",81,2,-0.311992183732605,-1.01907476742605
"322","20230601_DLT05",82,2,0.0412660457427629,-1.08496261042114
"323","20230601_DLT05",83,2,-0.215461240802244,-0.391409728074258
"324","20230601_DLT05",84,2,0.834513389303407,0.823044480506149
"325","20230601_DLT05",85,2,1.02035228754568,1.02431120960634
"326","20230601_DLT05",86,2,-0.895837008294543,-0.812336503060656
"327","20230601_DLT05",87,2,-0.248584037721343,-0.960164623095441
"328","20230601_DLT05",88,2,-0.391969029395778,-0.291464625637707
"329","20230601_DLT05",89,2,-1.29189186806804,-2.8462389597789
"330","20230601_DLT05",90,2,0.216841799989885,3.27801199404872
"331","20230601_DLT05",91,2,0.310830819197766,-1.74900190611133
"332","20230601_DLT05",92,2,-0.34190532305965,-0.457982758378586
"333","20230601_DLT05",93,2,-0.927895144843383,1.11144660551757
"334","20230601_DLT05",94,2,-0.567581636358499,0.996305941102668
"335","20230601_DLT05",95,2,-0.337914466428719,0.689442541224628
"336","20230601_DLT05",96,2,0.403325075327373,0.92325717436938
"337","20230601_DLT05",97,2,0.124453340385096,-0.329847000408843
"338","20230601_DLT05",98,2,-0.733891426128858,-1.27816313922086
"339","20230601_DLT05",99,2,0.0782592012846671,-0.485931924942153
"340","20230601_DLT05",100,2,0.104258430843502,-1.31609091197223
"341","20230601_DLT05",101,2,-0.0132986729449894,-1.02077184986079
"342","20230601_DLT05",102,2,-0.0335100379453841,-1.71774215457575
"343","20230601_DLT05",103,2,-0.121337935009935,-1.8439502862959
"344","20230601_DLT05",104,2,-0.131865941184779,-1.35100466256197
"345","20230601_DLT05",105,2,0.21248069661559,0.134841954669379
"346","20230601_DLT05",106,2,-0.413181356887993,-0.482465611338051
"347","20230601_DLT05",107,2,0.134387597472702,-0.848217907790206
"348","20230601_DLT05",108,2,-0.840251779886007,-0.748655736243031
"349","20230601_DLT05",109,2,-0.358880253948005,-1.28139234111196
"350","20230601_DLT05",110,2,-0.293409596026659,-0.979124983519145
"351","20230601_DLT05",111,2,-0.631810460050009,-1.14370558465852
"352","20230601_DLT05",112,2,-0.692950581062899,-0.252325342575799
"353","20230601_DLT05",113,2,-0.592067214913432,1.91673817238487
"354","20230601_DLT05",114,2,-0.136345299156822,-0.460701019975802
"355","20230601_DLT05",115,2,-0.46108910085376,0.36849860205563
"356","20230601_DLT05",116,2,0.247164384534581,1.17554974402482
"357","20230601_DLT05",117,2,-0.777729460717997,-0.310756073960782
"358","20230601_DLT05",118,2,-0.380038291750902,1.15814744414839
"359","20230601_DLT05",119,2,-0.409150403083351,-1.04293571159884
"360","20230601_DLT05",120,2,-0.154769408726591,-2.26362008618976
"361","20230613_SNA09",1,1,-0.762279672596004,-0.876788613612755
"362","20230613_SNA09",2,1,-0.590914054823617,0.438094294898943
"363","20230613_SNA09",3,1,-0.259169311316418,-0.301439660926846
"364","20230613_SNA09",4,1,0.74242412067245,1.67266500546318
"365","20230613_SNA09",5,1,0.384789809761954,1.24236621854426
"366","20230613_SNA09",6,1,0.404217931363278,0.491647902221602
"367","20230613_SNA09",7,1,0.05451531572779,-0.500366958664191
"368","20230613_SNA09",8,1,-0.657183601877669,-1.53727520608526
"369","20230613_SNA09",9,1,0.0527400588803572,-0.64504645798425
"370","20230613_SNA09",10,1,-0.160903451391623,0.102346984767921
"371","20230613_SNA09",11,1,-0.132350144057958,0.98274048964197
"372","20230613_SNA09",12,1,-0.646214219366784,0.387590712652254
"373","20230613_SNA09",13,1,-0.583297924623872,0.146994062672178
"374","20230613_SNA09",14,1,-0.626624679408856,-0.167345690523126
"375","20230613_SNA09",15,1,-0.776553861203562,-0.852340855738409
"376","20230613_SNA09",16,1,-0.895086475913383,-0.144505639729377
"377","20230613_SNA09",17,1,-0.138431223904239,0.0330974917954582
"378","20230613_SNA09",18,1,-0.0130673741608984,-0.0807209871467268
"379","20230613_SNA09",19,1,0.344563149288994,-0.216166099462393
"380","20230613_SNA09",20,1,0.0417246980923269,-0.210084949676426
"381","20230613_SNA09",21,1,-0.179968211472818,-0.431993685322422
"382","20230613_SNA09",22,1,-0.274550423460693,0.148665983392204
"383","20230613_SNA09",23,1,-0.137822401576038,-0.742913521552242
"384","20230613_SNA09",24,1,0.0432531895521254,-0.500585407516527
"385","20230613_SNA09",25,1,0.0055237273812214,-1.77999581730898
"386","20230613_SNA09",26,1,-0.504290735947723,-1.14723075271615
"387","20230613_SNA09",27,1,-0.307609607008292,-0.667203291808908
"388","20230613_SNA09",28,1,0.00116266909337782,-1.12534395169432
"389","20230613_SNA09",29,1,0.0310832347159542,-1.37773453346541
"390","20230613_SNA09",30,1,-0.0610263747120748,-0.956531065619751
"391","20230613_SNA09",31,1,-0.596065079455174,-0.460415390528582
"392","20230613_SNA09",32,1,-0.412108560175215,-0.174171950050932
"393","20230613_SNA09",33,1,0.237438954695275,0.576017755276967
"394","20230613_SNA09",34,1,0.0640037320409868,0.370389347103921
"395","20230613_SNA09",35,1,-0.107011190650628,-0.213821047830839
"396","20230613_SNA09",36,1,0.115573419591126,-0.325120943253773
"397","20230613_SNA09",37,1,1.15048242111253,0.96127741311494
"398","20230613_SNA09",38,1,0.502486091732003,-0.126762035510951
"399","20230613_SNA09",39,1,0.349149600193432,-0.497307052805358
"400","20230613_SNA09",40,1,0.473026507907379,-0.39380218623441
"401","20230613_SNA09",41,1,0.0506915760138521,-1.12222645099359
"402","20230613_SNA09",42,1,0.228643474407893,-0.230806843814153
"403","20230613_SNA09",43,1,0.0578579222012717,-0.376718060733211
"404","20230613_SNA09",44,1,0.613786051394831,0.603640818125873
"405","20230613_SNA09",45,1,0.742849852174278,0.343957276608377
"406","20230613_SNA09",46,1,-0.600020779680574,-0.789267402345415
"407","20230613_SNA09",47,1,-0.494120022746226,-0.0814530919088381
"408","20230613_SNA09",48,1,-0.442598983957016,0.0827023280984679
"409","20230613_SNA09",49,1,0.257177114617764,0.818026595538325
"410","20230613_SNA09",50,1,-0.0628473638647159,0.212012891960548
"411","20230613_SNA09",51,1,0.311430771943866,0.421052429963025
"412","20230613_SNA09",52,1,0.103493091887019,-0.125103589618648
"413","20230613_SNA09",53,1,0.101346337141379,0.939469826708887
"414","20230613_SNA09",54,1,-0.0927531614269335,0.242290965136941
"415","20230613_SNA09",55,1,-0.187064997674528,0.382986118163664
