PID,Trial,HitorMiss,Enc_or_Ret,Ret_OL,CA1,CA3,DG
20230530_SDT04,37,0,1,0,-2.20035045019855,-1.43815738393732,-2.14524414604126
20230530_SDT04,38,0,1,0,-0.718979207417065,-0.521921196436459,0.738626459047114
20230530_SDT04,39,0,1,0,0.848473681966257,0.656305082076909,2.356701661906
20230530_SDT04,40,1,1,0,-0.260515958510003,-0.0559540343386968,1.40361503874483
20230530_SDT04,41,1,1,0,-0.787663578183709,-0.67910813990779,0.352361971040649
20230530_SDT04,42,0,1,0,-0.334595444837515,-1.00135231636263,0.835176081992698
20230530_SDT04,43,0,1,0,1.29750408492043,-0.483411148103449,2.89571503899001
20230530_SDT04,44,0,1,0,1.18258922577728,-0.979610627476516,-0.14227918386817
20230530_SDT04,45,0,1,0,2.4379180551936,3.93737055861668,2.93174741303448
20230530_SDT04,46,0,1,0,-0.875723503457633,0.31954674406296,0.332013203041315
20230530_SDT04,47,0,1,0,-4.38323680005362,-2.27930800403921,-3.9142540185727
20230530_SDT04,48,0,1,0,-4.75916185203518,-2.0393678113751,-4.52406655857501
20230530_SDT04,49,1,1,0,-3.40954841470711,-1.49788989563481,-3.86457727785963
20230530_SDT04,50,0,1,0,-6.8152478538096,-5.23149940750335,-8.79105595758246
20230530_SDT04,51,1,1,0,-5.68253544883564,-2.11281004052374,-6.59323430282691
20230530_SDT04,52,1,1,0,-1.58085690672263,0.578524184899891,-1.23893759521543
20230530_SDT04,53,0,1,0,-3.1602622155603,-0.885705933327208,-1.38622582755914
20230530_SDT04,54,0,1,0,-1.01493460818666,-0.689631232958253,-1.47028018345049
20230530_SDT04,55,0,1,0,0.532367826558057,1.45538802964441,0.0586020376848003
20230530_SDT04,56,1,1,0,0.0425443500992155,0.0616932486902885,0.762407332634134
20230530_SDT04,57,1,1,0,-0.621774852947193,-0.444970220945322,-1.50256021484589
20230530_SDT04,58,0,1,0,0.927850426929352,1.45847742002676,0.582492844086541
20230530_SDT04,59,0,1,0,-1.25828166025293,-0.461982890225209,0.335609691949884
20230530_SDT04,60,1,1,0,-2.34929724676489,-3.64929471041112,-2.33501102075018
20230530_SDT04,1,1,2,3,-0.949437119867315,-0.114353035466309,-0.299746705647737
20230530_SDT04,2,0,2,2,-1.70780378115728,-0.00124134729272342,-0.925326189677449
20230530_SDT04,3,0,2,1,-0.67943326123411,0.711902148443115,-0.759118264858633
20230530_SDT04,4,1,2,3,-0.637244315476624,0.383145076028063,-0.225760533513019
20230530_SDT04,5,1,2,3,0.388369628125314,1.58844311973919,0.353729813345623
20230530_SDT04,6,0,2,3,-0.87772574971656,-0.35605322586641,-1.59493251530197
20230530_SDT04,7,1,2,2,0.0898988727931282,0.787519353104604,-0.200831407881339
20230530_SDT04,8,0,2,2,0.0960714327998214,0.217951128548766,0.0363894813044301
20230530_SDT04,9,1,2,2,0.254580522101116,-0.149583920351909,0.927184531902724
20230530_SDT04,10,0,2,3,-0.327149012960012,-0.0640008190806183,0.254347445143477
20230530_SDT04,11,0,2,3,-0.66130352727288,0.380900573352486,-0.166920906560115
20230530_SDT04,12,1,2,2,-0.89552366922622,0.359561999268024,-0.146481003816559
20230530_SDT04,13,0,2,1,-0.199059502250503,1.03459252029288,-0.022732128738766
20230530_SDT04,14,1,2,3,0.445185296987198,0.580330921869268,0.373722039563967
20230530_SDT04,15,1,2,3,0.00662220997281936,0.176479839647571,0.237703090832122
20230530_SDT04,16,0,2,1,0.374792548249358,0.620465507556114,-0.0268658232411954
20230530_SDT04,17,0,2,1,-0.212462413560075,0.476507118215516,-0.403399430998679
20230530_SDT04,18,0,2,3,0.350580852308766,0.368886582008857,0.0688569872178239
20230530_SDT04,19,1,2,3,-0.0663853930801459,0.00310075533270064,-0.160199091507664
20230530_SDT04,20,0,2,3,0.226097659251353,0.00315269822850488,-0.617134547183071
20230530_SDT04,21,1,2,2,-0.59687219875391,-0.139769403565977,-0.690385787895233
20230530_SDT04,22,1,2,3,-0.108657331146657,0.188195942564991,0.0183186462938912
20230530_SDT04,23,1,2,3,0.172442938197339,0.627962839777942,-0.0299913366578156
20230530_SDT04,24,0,2,1,-0.65324485747902,-0.459190670912351,-0.572991165665378
20230530_SDT04,25,1,2,3,-0.208218107475006,-0.702383667785204,-0.388424324832269
20230530_SDT04,26,0,2,1,0.103879107867757,-0.138957260330816,0.210832299907418
20230530_SDT04,27,0,2,1,-0.339854923899585,0.312408403949896,-0.406794039393269
20230530_SDT04,28,1,2,1,0.1064967628497,0.755386344290985,0.709369292890013
20230530_SDT04,29,0,2,2,-0.275796464785,-0.515700103730165,-0.043626474913711
20230530_SDT04,30,0,2,3,-0.502332430439776,-0.215997924959405,0.0900484686425985
20230530_SDT04,31,1,2,2,-0.359503969243411,-1.50461550962667,-0.562397275118401
20230530_SDT04,32,1,2,3,0.423776869341108,-0.678544065382684,0.264181535195044
20230530_SDT04,33,0,2,1,0.22295246394589,-1.68493876760104,-0.131885243643987
20230530_SDT04,34,0,2,3,0.188303180793917,-3.03309732248612,-0.563401920419521
20230530_SDT04,35,0,2,1,0.0570823856621605,-1.20683877015537,-0.170857890825074
20230530_SDT04,36,0,2,3,-0.193247120348889,-0.473914193182445,0.939231019605018
20230530_SDT04,37,0,2,2,0.616489064272265,0.183653384481918,1.09028314647524
20230530_SDT04,38,0,2,3,-0.838558042863019,-1.68751641117573,-1.44742907055415
20230530_SDT04,39,0,2,3,-0.835445521063768,-1.19050813142026,-1.34892165903954
20230530_SDT04,40,1,2,2,-0.384147302021357,-0.385848818303228,0.299735204424555
20230530_SDT04,41,0,2,1,0.0695918800069377,-0.0183368334580246,-0.316892472500813
20230530_SDT04,42,1,2,3,-0.305591407319481,-0.663504909463898,0.24171177645373
20230530_SDT04,43,1,2,2,-0.204560696217941,0.302404601499438,0.775195215746888
20230530_SDT04,44,1,2,3,0.234931043692323,0.334806066949491,1.28467694174108
20230530_SDT04,45,1,2,3,0.595480599900976,1.46438402485371,1.01891760594952
20230530_SDT04,46,1,2,1,0.560327975718387,0.781771136632374,1.03476530377567
20230530_SDT04,47,0,2,2,0.184341869783658,0.880015585509439,0.979890680413675
20230530_SDT04,48,1,2,3,-0.487369150453675,-1.54663131248325,-0.745120509483467
20230530_SDT04,49,1,2,3,0.422934567061509,-0.0234034540349836,0.608463877068678
20230530_SDT04,50,1,2,2,0.476218501628428,-0.440389971182942,0.461224870053582
20230530_SDT04,51,0,2,3,0.351821132934422,-0.0460849748060174,0.196647068527857
20230530_SDT04,52,1,2,3,0.752206269905209,1.356387487392,1.52713459941123
20230530_SDT04,53,1,2,1,-1.47388908545489,-1.36874372373578,-1.30296189877236
20230530_SDT04,54,1,2,2,0.687176763741928,0.477815048922239,0.822781975465849
20230530_SDT04,55,1,2,1,-0.170004686952619,-0.304202915922747,-0.893201045464287
20230530_SDT04,56,1,2,3,0.197412138744385,0.781774132614242,0.342187944061285
20230530_SDT04,57,1,2,2,-2.16739465120355,-3.42130877495081,-3.38906133166419
20230530_SDT04,58,1,2,3,0.125877729487506,-0.0378071230081086,-0.0657800978350461
20230530_SDT04,59,1,2,3,0.150630039144606,0.43525657835878,-0.403548342910851
20230530_SDT04,60,0,2,1,-0.616863254445667,-0.915444636115855,-0.305637226316386
20230530_SDT04,61,0,2,3,0.285725376288427,0.77908971871392,0.472245610802768
20230530_SDT04,62,0,2,3,0.485106139165678,0.361677285934261,0.611613722600228
20230530_SDT04,63,0,2,1,0.238659556446638,1.04072838827238,1.081413002972
20230530_SDT04,64,1,2,1,-0.619976759378059,0.203095876193933,-0.626690238557624
20230530_SDT04,65,1,2,3,-0.187051897617249,0.641848681220651,0.561028988457395
20230530_SDT04,66,1,2,3,-0.337879757211187,0.678680431910765,-0.146693979632491
20230530_SDT04,67,0,2,2,-0.226082103732108,-1.45725814456808,-2.30644480182743
20230530_SDT04,68,0,2,1,-0.338503339441444,0.623280537050419,-0.983887506816825
20230530_SDT04,69,0,2,3,0.201054436780685,-0.363257004929128,-0.496343138182651
20230530_SDT04,70,0,2,2,0.128517024212433,1.04402242057898,0.124522589925352
20230530_SDT04,71,1,2,3,-0.0212728635210204,0.524958070663752,0.178492160249524
20230530_SDT04,72,0,2,3,-0.393194198383914,-0.252867678797443,-0.965188268275038
20230530_SDT04,73,0,2,1,1.61232894024579,-0.315834819246923,0.298804825025684
20230530_SDT04,74,0,2,2,-0.555940877605242,-1.80212935131245,-2.18130447174742
20230530_SDT04,75,0,2,3,-0.0694828597727127,-0.612112620313492,-0.589274654310981
20230530_SDT04,76,0,2,1,-0.44494047429435,-0.202078764562638,0.279209611694271
20230530_SDT04,77,1,2,3,-0.0645251336573289,-0.283454887740113,0.218847960976774
20230530_SDT04,78,0,2,1,0.208614603766158,0.652731808800217,0.479772432057326
20230530_SDT04,79,0,2,3,-0.0157792728000268,0.337995349544075,0.285669678992478
20230530_SDT04,80,1,2,2,-0.552380497670564,-0.442391886995677,-1.95966625319869
20230530_SDT04,81,1,2,3,-0.245491272456727,0.530497384087292,0.0929241144749149
20230530_SDT04,82,0,2,3,-1.13110424223245,0.514762031114115,-0.300098320119058
20230530_SDT04,83,1,2,3,-0.841396552283476,0.901514955838253,0.453913884519101
20230530_SDT04,84,0,2,2,-0.558184442577565,0.621701747939507,0.054531372949368
20230530_SDT04,85,1,2,2,-0.938550730010549,0.717968740409895,0.022578311057902
20230530_SDT04,86,1,2,3,-1.05334479932017,-0.00594286717608705,0.0589739755155135
20230530_SDT04,87,1,2,1,-0.305827484838126,-0.0953997250948403,0.0506549668064171
20230530_SDT04,88,1,2,3,-0.969954305276396,-1.21542866695337,-2.66499785811484
20230530_SDT04,89,0,2,3,0.488944912315162,-0.950835676650676,0.246335424312983
20230530_SDT04,90,1,2,3,0.372343131323248,-1.21058721623954,-1.02410909744702
20230530_SDT04,91,1,2,2,-1.27262823284119,-1.39521932492435,-2.23905093609411
20230530_SDT04,92,1,2,1,0.0474293155880829,-0.731379839851781,0.233879771119651
20230530_SDT04,93,1,2,2,0.347631755997367,-0.614005189024013,0.51311964709843
20230530_SDT04,94,0,2,1,0.0611855304799546,-0.724831442999746,0.378675872529585
20230530_SDT04,95,1,2,3,0.736969253010576,-0.0270731478803665,0.461657308061384
20230530_SDT04,96,0,2,2,0.468434897993155,-0.698212763227455,0.55544654996733
20230530_SDT04,97,0,2,3,0.110592998466048,-0.680681325137397,0.10555558158446
20230530_SDT04,98,1,2,3,-0.101144446020074,-1.13583886896235,-0.679109911356203
20230530_SDT04,99,0,2,1,-0.987333362066379,-1.33283353501067,-1.33366629013314
20230530_SDT04,100,0,2,2,-0.0372364458095539,-0.615598537251804,0.128281954047991
20230530_SDT04,101,0,2,3,-0.0201696384732209,-0.137786652682232,-0.0981911893581307
20230530_SDT04,102,1,2,3,0.719049026820679,0.0293954584474868,0.340359626230209
20230530_SDT04,103,0,2,1,0.61921194468235,0.918348307780888,1.28331497029046
20230530_SDT04,104,0,2,2,-0.0843849897713835,-0.487487190153643,-0.278844794146034
20230530_SDT04,105,1,2,3,-1.40792334386617,-0.516645713005349,-2.54078078103857
20230530_SDT04,106,1,2,3,0.690811990207355,0.743331456240392,0.827933362018883
20230530_SDT04,107,0,2,2,-0.383198188136451,-1.93153006626578,-1.79902687181416
20230530_SDT04,108,1,2,2,0.244895912438742,0.0527064315456612,0.651255057493281
20230530_SDT04,109,1,2,3,-0.228237141735873,0.0367174857837224,-0.0362085134919654
20230530_SDT04,110,1,2,3,0.165451970353831,-0.575712033018873,0.222040886935204
20230530_SDT04,111,1,2,3,-0.181554138523839,-0.778321383198026,-1.42069782726706
20230530_SDT04,112,1,2,2,0.495203713102104,-0.631315961874065,-0.103048337719582
20230530_SDT04,113,0,2,1,0.131895394333391,-0.264517346249373,-0.539447832165001
20230530_SDT04,114,1,2,3,-1.59265010414066,-1.9196417625188,-2.9289759041632
20230530_SDT04,115,1,2,2,-0.109273827646797,0.187338745058304,0.684459276029017
20230530_SDT04,116,1,2,3,0.53492662710619,0.436054974494513,1.62668977049294
20230530_SDT04,117,1,2,1,-0.585471842761304,-0.944291931102346,0.607814895618453
20230530_SDT04,118,1,2,1,-1.78619629852057,-0.650836104595916,-2.1756281504541
20230530_SDT04,119,1,2,3,-1.01961582030613,-0.93970219817281,-0.898850479229164
20230530_SDT04,120,0,2,1,-0.439823501363559,-0.872120743110642,-0.571254291395876
20230601_DLT05,1,1,1,0,-0.291440815768876,0.119162997229611,-0.0482202089511165
20230601_DLT05,2,1,1,0,-0.0654173676077078,-0.216446643820385,-0.238102852061473
20230601_DLT05,3,1,1,0,-0.190330077898449,-0.617633179573673,-0.600326324501037
20230601_DLT05,4,1,1,0,0.18195469013108,-0.449462285765344,0.160816318500702
20230601_DLT05,5,1,1,0,0.42492776677178,0.964278531421367,0.641527613999543
20230601_DLT05,6,1,1,0,0.513779173911505,-0.118302186644624,0.330401452167578
20230601_DLT05,7,1,1,0,0.759287321413672,-0.377099033733895,0.396502451408052
20230601_DLT05,8,1,1,0,0.709459725702596,0.878985862089795,0.371335271815101
20230601_DLT05,9,0,1,0,0.602583165607746,0.351168548876611,0.676488408785125
20230601_DLT05,10,1,1,0,0.275489420322665,-0.0168060066210011,0.197415458219533
20230601_DLT05,11,1,1,0,0.254125991412804,-0.965660519358922,0.360250839659953
20230601_DLT05,12,0,1,0,-1.21299135424047,-1.51519849909477,-1.27869480408574
20230601_DLT05,13,1,1,0,0.0593575942790755,-0.6792617974736,0.0602238565023996
20230601_DLT05,14,1,1,0,-0.600077847120017,0.0995619798046982,-0.148284033120298
20230601_DLT05,15,1,1,0,-0.596467562570471,-0.087214621309477,0.400339947148341
20230601_DLT05,16,0,1,0,-0.0800331713864264,-0.0997002899585476,-0.0813796335237757
20230601_DLT05,17,0,1,0,0.150198582139167,-0.110542045166026,0.0546573092601971
20230601_DLT05,18,1,1,0,-0.0359191976943202,-0.161831338927503,0.0609117026077479
20230601_DLT05,19,1,1,0,0.0722686889625856,0.0514216174284258,-0.0623860117038582
20230601_DLT05,20,1,1,0,0.39490360832334,0.152573236398462,-0.00788111430514509
20230601_DLT05,21,1,1,0,0.391425912345723,0.539910384418781,0.337366915527649
20230601_DLT05,22,0,1,0,0.199341556488698,0.259062552977593,0.245704246042875
20230601_DLT05,23,1,1,0,-0.26562262033289,0.147069737256477,-0.00106531473379544
20230601_DLT05,24,1,1,0,0.572772243537285,0.663752642326748,0.54836292292595
20230601_DLT05,25,0,1,0,0.212723859266168,-0.350898813742054,0.320145568594113
20230601_DLT05,26,1,1,0,0.470166165096184,0.23735592931886,0.300982545980168
20230601_DLT05,27,1,1,0,0.157481674477174,0.540702976261573,0.268715994334284
20230601_DLT05,28,1,1,0,0.243247172634463,1.13516476791879,0.625512847576958
20230601_DLT05,29,1,1,0,0.195972648351567,0.510218971328585,0.159996096498443
20230601_DLT05,30,1,1,0,-0.0931011468639785,-0.394613075247782,-0.211264538388719
20230601_DLT05,31,1,1,0,-0.216897975988175,0.586477787494112,0.0210109670642751
20230601_DLT05,32,0,1,0,0.186119034491013,0.171160554035139,0.106777048310669
20230601_DLT05,33,0,1,0,-0.540071859565181,-1.30148569478666,-0.417614290559451
20230601_DLT05,34,0,1,0,0.0379536849470217,0.0968151460864822,-0.188202120609942
20230601_DLT05,35,1,1,0,0.291997358349289,-0.0144890479282462,-0.210520911513283
20230601_DLT05,36,1,1,0,0.337238101299892,0.377205310709281,0.262067684944693
20230601_DLT05,37,0,1,0,0.080981005831453,0.501621068670235,0.277924258342471
20230601_DLT05,38,1,1,0,0.0325027968785454,-0.32614578956558,-0.612363790283194
20230601_DLT05,39,1,1,0,0.434055062071774,0.152771529741893,0.679476848631979
20230601_DLT05,40,0,1,0,0.339202035672655,0.837375196451851,0.811259607915258
20230601_DLT05,41,1,1,0,0.281188788915275,-0.0352211058611498,0.0800431076295851
20230601_DLT05,42,1,1,0,0.143771498115748,-0.643719195346676,0.602400598765688
20230601_DLT05,43,0,1,0,0.302956847850105,-1.16986864687512,-0.308798472289997
20230601_DLT05,44,1,1,0,-0.0919928808718337,-0.289015664456733,0.28408057677106
20230601_DLT05,45,1,1,0,-0.0087791607282339,-0.592473040517802,0.415119548737662
20230601_DLT05,46,1,1,0,-0.377295175327687,0.0492341390881476,0.0187177452021959
20230601_DLT05,47,1,1,0,-0.340239106369871,-1.31055009221019,-0.340180105790268
20230601_DLT05,48,1,1,0,0.0404692272142681,-0.612279433654289,0.0269301390450042
20230601_DLT05,49,0,1,0,-0.187116492362844,-1.17835961774099,-0.255311964661973
20230601_DLT05,50,1,1,0,0.15266140703753,-0.25420397523733,0.213676310632152
20230601_DLT05,51,1,1,0,0.0165962655451855,-0.913023568378763,0.136587957168682
20230601_DLT05,52,1,1,0,0.301918550957323,0.0964728625220999,0.337189189671753
20230601_DLT05,53,1,1,0,0.707363047436331,0.509388204689991,0.870039992208064
20230601_DLT05,54,1,1,0,1.02657814596762,0.939382245518074,0.802677189981052
20230601_DLT05,55,1,1,0,0.15490437191116,-0.451010807486973,-1.05863638142444
20230601_DLT05,56,1,1,0,0.0587651862540133,-0.124795729675119,-0.490109269197107
20230601_DLT05,57,1,1,0,-0.496707450258539,-0.680436534281534,-0.693692196203336
20230601_DLT05,58,1,1,0,0.308349561026329,0.310865898079918,0.162921654101236
20230601_DLT05,59,1,1,0,-0.180408359051563,-0.798442889744061,-0.0199933672359447
20230601_DLT05,60,1,1,0,0.171427578745403,-0.741405388838978,-0.0611998579164908
20230601_DLT05,1,1,2,2,-0.308254017733696,-0.735172029816548,0.0223641201284677
20230601_DLT05,2,1,2,3,-0.146425308717581,0.40524723025128,-0.147880077065486
20230601_DLT05,3,1,2,1,-0.607396513189843,-0.21728368670701,-0.510293104921536
20230601_DLT05,4,1,2,3,-0.24475487945431,0.238632284263952,-0.309861832470894
20230601_DLT05,5,1,2,2,-0.338045438096695,0.281814151493682,-0.380934635310699
20230601_DLT05,6,1,2,3,0.349676438331081,0.926075594811696,0.30099819619774
20230601_DLT05,7,0,2,3,0.157137262823151,0.407250309619284,-0.263601979760271
20230601_DLT05,8,1,2,2,-0.329945516498322,0.473791410763036,0.072484306229232
20230601_DLT05,9,1,2,3,0.612415141072806,0.661513722740561,0.765324652719303
20230601_DLT05,10,1,2,3,0.0967930664917893,0.30669033171791,-0.0617262934500929
20230601_DLT05,11,1,2,2,-0.00895134817257077,-0.130321131707754,-0.065065639956256
20230601_DLT05,12,0,2,1,0.602620102391328,0.662623426007387,0.979721627903709
20230601_DLT05,13,1,2,2,0.17891527307529,-0.715624365126756,-0.20160800441888
20230601_DLT05,14,1,2,3,0.0290163152577951,-0.577486552598683,0.0941225982837626
20230601_DLT05,15,1,2,2,-0.493445419617768,-1.13230276804005,-1.13151034528447
20230601_DLT05,16,1,2,1,0.0431936013922173,-0.0553954497930535,0.178919790128642
20230601_DLT05,17,1,2,3,-0.336197323833345,-0.340142302656387,-0.461100117289833
20230601_DLT05,18,1,2,3,0.117173864413431,1.00164200049377,0.285738895481566
20230601_DLT05,19,1,2,2,0.23816062167885,1.13581501666952,0.271359686309706
20230601_DLT05,20,1,2,1,-0.0399295824386697,0.0327698879709035,0.390018623451586
20230601_DLT05,21,1,2,3,-0.872644026917875,-0.914850783339355,-0.768130016714291
20230601_DLT05,22,1,2,2,-0.357115719767431,-0.0876333430086301,0.0634960277847974
20230601_DLT05,23,1,2,1,0.0865862548127291,-0.287835088604922,-0.0249894678553042
20230601_DLT05,24,1,2,1,-0.353215896971927,-0.160537991618435,-0.460346285061169
20230601_DLT05,25,1,2,3,0.0230075550280596,-0.342921293056027,0.0647830602905285
20230601_DLT05,26,1,2,1,0.184274057474303,-0.519894714853963,-0.226979439909878
20230601_DLT05,27,1,2,3,-0.46735243659765,-0.544673892881086,-0.655076641125133
20230601_DLT05,28,1,2,2,0.0315939149047511,-0.0308637303380985,-0.073762559398113
20230601_DLT05,29,1,2,3,0.0172520945873995,-0.0389525468061016,-0.254195593184008
20230601_DLT05,30,1,2,3,0.225922230687846,-0.735022366492603,0.246344850992605
20230601_DLT05,31,1,2,1,-0.345168168701911,-1.60245848832845,-0.896141296875416
20230601_DLT05,32,1,2,3,-0.553887873652156,-0.717943580845531,-0.324231862672207
20230601_DLT05,33,1,2,3,0.166032075070111,-0.0347812235741184,0.267082232283589
20230601_DLT05,34,1,2,3,0.0453638384505702,0.449142006400217,-0.0923558319213083
20230601_DLT05,35,1,2,2,-0.0621747879056527,0.00505890023355128,-0.0662087579685994
20230601_DLT05,36,1,2,3,0.209957966083682,0.429897300140182,-0.176797990936721
20230601_DLT05,37,0,2,3,0.395059076478001,0.377761804870147,0.0365751223261179
20230601_DLT05,38,1,2,2,0.171312252427155,0.793802608237699,-0.484044720653649
20230601_DLT05,39,1,2,3,-0.186217453115482,-0.326533846960706,-0.249121038522683
20230601_DLT05,40,1,2,1,-0.550281915211732,-0.912586269553858,-1.56604341098204
20230601_DLT05,41,1,2,2,-0.0672803204002485,-0.416763642980649,-0.766064349448854
20230601_DLT05,42,0,2,1,-0.163362109869262,-0.67514776432857,-0.931883658532465
20230601_DLT05,43,1,2,3,-0.210970961747542,-0.878165209140343,-0.621356538479735
20230601_DLT05,44,0,2,3,-0.933191389712446,-1.50171246940264,-0.918020789004014
20230601_DLT05,45,0,2,3,-1.23594693276731,-2.12027191927598,-2.40429914307538
20230601_DLT05,46,1,2,1,-0.586707897981008,-0.923526701156666,-0.890512651206152
20230601_DLT05,47,1,2,1,-0.0903149664349006,0.0933654506933148,-0.144141593781654
20230601_DLT05,48,1,2,3,-0.0943781988676965,-0.514205500572652,-0.263059876518764
20230601_DLT05,49,1,2,2,-0.59463021250342,-0.315370589133388,-0.510472999404431
20230601_DLT05,50,0,2,1,-0.384720863121862,-1.05412863069892,-0.671824203047197
20230601_DLT05,51,1,2,1,-0.21005277250323,-0.566811214141726,-1.01056090740736
20230601_DLT05,52,1,2,3,-0.237690940667998,-0.213027544394841,-0.446649296374307
20230601_DLT05,53,1,2,3,-0.0543987836288402,0.351712919804518,0.0673078221703203
20230601_DLT05,54,1,2,3,-0.432580859805514,-0.869123032602091,-1.07643753936281
20230601_DLT05,55,1,2,2,-0.779396419388606,-0.555182374426529,-1.11988772419521
20230601_DLT05,56,1,2,1,0.441755906556453,0.53726172082011,0.313254239805227
20230601_DLT05,57,1,2,2,0.918917376740311,0.500941566784252,0.5135090390379
20230601_DLT05,58,1,2,2,0.537447056697611,0.619184335560356,0.652074595513869
20230601_DLT05,59,1,2,3,0.235949143512363,-0.433020818048052,0.0154543218545296
20230601_DLT05,60,1,2,2,0.747406449269246,0.571208497586429,0.502266479609184
20230601_DLT05,61,1,2,3,-0.366581848976146,-0.164695895752375,-0.147344944541231
20230601_DLT05,62,0,2,3,-0.522661695700154,-0.909327010012901,-0.597745050188559
20230601_DLT05,63,1,2,3,-0.00945089092064235,-0.617247031839353,-0.172854300667968
20230601_DLT05,64,0,2,1,-0.114961304456036,-1.5761856660378,-0.749708779764884
20230601_DLT05,65,1,2,3,0.112197150995697,-1.47356307340817,-0.385272203170033
20230601_DLT05,66,1,2,3,0.268600911873161,-1.60923416661645,-0.105820855355077
20230601_DLT05,67,0,2,1,-0.153738856315739,-1.22622229175685,-0.162750367570805
20230601_DLT05,68,1,2,2,-0.962247086904103,-1.50248963690566,-1.36600616237947
20230601_DLT05,69,1,2,2,-0.968649704405966,-1.58767463286674,-1.92703295987251
20230601_DLT05,70,1,2,3,0.351707123504096,-0.233196922217645,-0.110322443303436
20230601_DLT05,71,0,2,1,-0.1993898591174,-0.241349542669252,0.018017381401463
20230601_DLT05,72,1,2,3,0.456038100680454,0.669457379536349,0.295149018653796
20230601_DLT05,73,1,2,3,-0.229341557688587,-0.259960895725493,0.0241690973889341
20230601_DLT05,74,1,2,3,0.308592677633795,1.05002270432366,-0.0365568897919093
20230601_DLT05,75,0,2,1,-0.161135775249244,0.719871446176442,-0.00333508480384137
20230601_DLT05,76,1,2,3,-0.267398013951993,0.738720576765245,-0.0462560940950574
20230601_DLT05,77,0,2,2,-0.623855839845305,-0.256068834597626,-0.785932772996126
20230601_DLT05,78,1,2,3,0.102113564153858,0.141730378775956,-0.0385870920342905
20230601_DLT05,79,1,2,2,0.0872159176799507,1.2232740409013,0.91179577629699
20230601_DLT05,80,1,2,1,0.0907987892045009,0.910942006933272,0.839864881857918
20230601_DLT05,81,1,2,1,-0.311992183732605,-1.01907476742605,-0.609070507571163
20230601_DLT05,82,1,2,1,0.0412660457427629,-1.08496261042114,-1.00018326901765
20230601_DLT05,83,1,2,3,-0.215461240802244,-0.391409728074258,-0.0852263682423962
